Transaction Date,Post Date,Description,Category,Type,Amount,Memo
12/17/2024,12/18/2024,SP ALLBIRDS,Shopping,Sale,-273.02,
12/17/2024,12/18/2024,PRKNG&amp;CAMERATIX SERVFEE,Bills & Utilities,Sale,-2.30,
12/16/2024,12/18/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
12/17/2024,12/18/2024,DOF PARKINGANDCAMERA TIX,Bills & Utilities,Sale,-115.00,
12/17/2024,12/18/2024,SQ *EL CHURRO,Food & Drink,Sale,-13.06,
12/16/2024,12/17/2024,M CONVENIENCE AND GIFTS I,Groceries,Sale,-10.40,
12/15/2024,12/17/2024,THE JUDAICA PLACE RETAIL,Shopping,Sale,-22.99,
12/16/2024,12/17/2024,BREW AND BITE CAFE,Food & Drink,Sale,-5.43,
12/16/2024,12/17/2024,PRODUCE MARKET 2000,Groceries,Sale,-16.25,
12/14/2024,12/16/2024,M CONVENIENCE AND GIFTS I,Groceries,Sale,-5.20,
12/14/2024,12/16/2024,POMEGRANATE,Groceries,Sale,-181.99,
12/14/2024,12/16/2024,M CONVENIENCE AND GIFTS I,Groceries,Sale,-20.80,
12/15/2024,12/16/2024,M CONVENIENCE AND GIFTS I,Groceries,Sale,-46.80,
12/13/2024,12/15/2024,STINKY BUDS,Groceries,Sale,-10.40,
12/12/2024,12/13/2024,CINNABON 104042/CARVEL,Food & Drink,Sale,-6.41,
12/12/2024,12/13/2024,PAPERIFIC SUPERMARKET,Groceries,Sale,-10.00,
12/10/2024,12/11/2024,BREW AND BITE CAFE,Food & Drink,Sale,-8.97,
12/10/2024,12/11/2024,M CONVENIENCE AND GIFTS I,Groceries,Sale,-46.80,
12/10/2024,12/11/2024,TST*ICE CREAM HOUSE - BO,Food & Drink,Sale,-17.41,
12/08/2024,12/10/2024,7-ELEVEN 33704,Gas,Sale,-3.79,
12/10/2024,12/10/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
12/09/2024,12/10/2024,SQ *BONBON UES,Groceries,Sale,-4.70,
12/10/2024,12/10/2024,SP THE MINI MISTER SHO,Shopping,Sale,-1.00,
12/08/2024,12/10/2024,B-H KOSHER BAGELS,Food & Drink,Sale,-2.50,
12/04/2024,12/06/2024,SESAME BORO PARK,Groceries,Sale,-14.75,
12/05/2024,12/06/2024,7-ELEVEN 33704,Gas,Sale,-2.79,
12/02/2024,12/03/2024,PAPERIFIC SUPERMARKET,Groceries,Sale,-8.34,
12/01/2024,12/02/2024,EXXON AERO STAR FALLSB,Gas,Sale,-18.25,
12/01/2024,12/02/2024,M CONVENIENCE AND GIFTS I,Groceries,Sale,-52.00,
12/01/2024,12/01/2024,AUTOMATIC PAYMENT - THANK,,Payment,76.92,
11/28/2024,12/01/2024,JERUSALEM GLATT BRKLYN,Groceries,Sale,-7.19,
11/29/2024,12/01/2024,WILD PROJECT,Entertainment,Sale,-22.00,
11/30/2024,12/01/2024,UBER   *EATS,Groceries,Sale,-69.63,
11/28/2024,12/01/2024,JERUSALEM GLATT BRKLYN,Groceries,Sale,-11.98,
11/29/2024,11/29/2024,Patreon* Membership,Entertainment,Sale,-2.00,
11/27/2024,11/29/2024,STINKY BUDS,Groceries,Sale,-46.80,
11/28/2024,11/29/2024,AG TRAVEL PLAZA 3600901,Groceries,Sale,-3.35,
11/28/2024,11/29/2024,AG TRAVEL PLAZA 3600901,Groceries,Sale,-2.92,
11/26/2024,11/28/2024,LEES DELI USA INC,Food & Drink,Sale,-8.99,
11/27/2024,11/28/2024,BREW AND BITE CAFE,Food & Drink,Sale,-5.43,
11/27/2024,11/28/2024,STINKY BUDS,Groceries,Sale,-10.40,
11/26/2024,11/27/2024,STINKY BUDS,Groceries,Sale,-10.40,
11/26/2024,11/27/2024,NYCDOT PARKNYC,Travel,Sale,-25.05,
11/26/2024,11/27/2024,Spotify USA,Bills & Utilities,Sale,-10.99,
11/24/2024,11/25/2024,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-21.78,
11/21/2024,11/22/2024,SQ *PRIVE,Shopping,Sale,-89.00,
11/18/2024,11/20/2024,SUNOCO 0007164713,Gas,Sale,-15.00,
11/17/2024,11/18/2024,260 FINAL SALE,Shopping,Sale,-186.55,
11/17/2024,11/18/2024,Uniqlo USA LLC UNIQLO_US-,Shopping,Sale,-79.90,
11/14/2024,11/15/2024,SQ *GIL'S GRILL AND DELI,Food & Drink,Sale,-2.25,
11/05/2024,11/07/2024,PGA GOLF PROSHOP,Shopping,Sale,-89.88,
11/02/2024,11/03/2024,GITHUB  INC.,Professional Services,Sale,-22.15,
10/29/2024,10/29/2024,Patreon* Membership,Entertainment,Sale,-2.00,
10/27/2024,10/28/2024,CHESEDFUND-AHABA VE AH,Gifts & Donations,Sale,-20.00,
10/26/2024,10/27/2024,Spotify USA,Bills & Utilities,Sale,-10.99,
10/24/2024,10/25/2024,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-21.78,
10/21/2024,10/21/2024,Payment Thank You-Mobile,,Payment,1689.96,
10/14/2024,10/15/2024,Microsoft-G059315394,Shopping,Return,434.78,
10/14/2024,10/15/2024,MICROSOFT#G062657863,Shopping,Return,280.02,
10/13/2024,10/14/2024,EDDY GINDI DMD,Health & Wellness,Sale,-480.00,
10/09/2024,10/09/2024,MICROSOFT#G062657863,Shopping,Sale,-280.02,
10/02/2024,10/04/2024,OSTROVITSKY BAKERY,Groceries,Sale,-9.05,
10/02/2024,10/03/2024,GITHUB  INC.,Professional Services,Sale,-2.24,
10/01/2024,10/01/2024,AUTOMATIC PAYMENT - THANK,,Payment,91.87,
09/29/2024,09/29/2024,Patreon* Membership,Entertainment,Sale,-2.00,
09/26/2024,09/27/2024,Spotify USA,Bills & Utilities,Sale,-11.99,
09/24/2024,09/25/2024,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-21.78,
09/09/2024,09/09/2024,Microsoft-G059315394,Shopping,Sale,-434.78,
09/04/2024,09/05/2024,NEW YORK JETS,Entertainment,Sale,-1162.90,
09/01/2024,09/01/2024,AUTOMATIC PAYMENT - THANK,,Payment,1300.68,
08/29/2024,08/29/2024,Patreon* Membership,Entertainment,Sale,-2.00,
08/26/2024,08/27/2024,Spotify USA,Bills & Utilities,Sale,-11.99,
08/24/2024,08/25/2024,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-21.78,
08/12/2024,08/12/2024,City of Asbury Park  NJ,Travel,Sale,-1.80,
08/10/2024,08/11/2024,ONLYFANS,Shopping,Sale,-15.00,
08/10/2024,08/11/2024,ONLYFANS,Shopping,Sale,-19.00,
08/09/2024,08/09/2024,MICROSOFT#G055785956,Shopping,Sale,-20.30,
08/02/2024,08/04/2024,NEW YORK JETS,Entertainment,Sale,-1162.00,
08/02/2024,08/04/2024,WAWA 8369,Gas,Sale,-41.71,
07/29/2024,07/30/2024,BEST BUY MHT  00018952,Shopping,Return,426.49,
07/30/2024,07/30/2024,City of Asbury Park  NJ,Travel,Sale,-2.55,
07/29/2024,07/29/2024,Patreon* Membership,Entertainment,Sale,-2.00,
07/26/2024,07/28/2024,Spotify USA,Bills & Utilities,Sale,-11.99,
07/25/2024,07/25/2024,City of Asbury Park  NJ,Travel,Sale,-2.30,
07/24/2024,07/25/2024,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-21.78,
07/16/2024,07/17/2024,WAWA 8369,Gas,Sale,-30.00,
07/16/2024,07/17/2024,BEST BUY MHT  00018952,Shopping,Sale,-426.49,
07/16/2024,07/16/2024,City of Asbury Park  NJ,Travel,Sale,-1.30,
07/11/2024,07/12/2024,NYCDOT PARKNYC,Travel,Sale,-25.05,
07/12/2024,07/12/2024,Payment Thank You-Mobile,,Payment,2996.14,
07/09/2024,07/10/2024,Microsoft G052988759,Shopping,Sale,-30.02,
07/09/2024,07/09/2024,City of Asbury Park  NJ,Travel,Sale,-2.80,
07/02/2024,07/03/2024,NEW YORK JETS,Entertainment,Sale,-1162.03,
07/03/2024,07/03/2024,City of Asbury Park  NJ,Travel,Sale,-4.80,
07/01/2024,07/02/2024,City of Asbury Park  NJ,Travel,Sale,-1.80,
06/29/2024,06/30/2024,Patreon* Membership,Entertainment,Sale,-2.00,
06/28/2024,06/30/2024,LONG BRANCH PARKING APP,Travel,Sale,-4.35,
06/26/2024,06/27/2024,Spotify USA,Bills & Utilities,Sale,-10.99,
06/25/2024,06/27/2024,SP VUORI CLOTHING,Shopping,Return,82.80,
06/26/2024,06/26/2024,City of Asbury Park  NJ,Travel,Sale,-4.05,
06/24/2024,06/26/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
06/25/2024,06/25/2024,Payment Thank You-Mobile,,Payment,587.49,
06/24/2024,06/25/2024,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-21.78,
06/21/2024,06/23/2024,TOWNSHIP OF OCEAN,Bills & Utilities,Sale,-2.50,
06/19/2024,06/20/2024,WWW COSTCO COM,Shopping,Sale,-39.17,
06/18/2024,06/19/2024,WWW COSTCO COM,Shopping,Sale,-223.90,
06/09/2024,06/10/2024,Microsoft G049909293,Shopping,Sale,-58.72,
06/08/2024,06/09/2024,SP KITH.COM,Shopping,Sale,-78.00,
06/03/2024,06/05/2024,BROOKLYN SQUARE,Personal,Sale,-25.00,
06/05/2024,06/05/2024,SuitSupply,Shopping,Sale,-242.12,
06/04/2024,06/05/2024,NEW YORK JETS,Entertainment,Sale,-1162.01,
06/02/2024,06/03/2024,KEY-GRAM VENDING LLC,Food & Drink,Sale,-4.15,
05/31/2024,06/02/2024,RIIS BEACH,Bills & Utilities,Sale,-20.00,
05/31/2024,05/31/2024,Payment Thank You-Mobile,,Payment,589.20,
05/28/2024,05/29/2024,WARBY PARKER,Health & Wellness,Sale,-345.00,
05/28/2024,05/29/2024,WARBY PARKER,Health & Wellness,Sale,-170.00,
05/29/2024,05/29/2024,Patreon* Membership,Entertainment,Sale,-2.00,
05/26/2024,05/27/2024,Spotify USA,Bills & Utilities,Sale,-10.99,
05/15/2024,05/16/2024,OPENAI *CHATGPT SUBSCR,Shopping,Sale,-21.78,
05/10/2024,05/12/2024,SP VUORI CLOTHING,Shopping,Return,106.80,
05/09/2024,05/12/2024,OSTROVITSKY BAKERY,Groceries,Sale,-5.00,
05/09/2024,05/10/2024,MICROSOFT#G047314991,Shopping,Sale,-8.57,
05/02/2024,05/03/2024,NEW YORK JETS,Entertainment,Sale,-683.01,
04/29/2024,04/29/2024,Patreon* Membership,Entertainment,Sale,-2.00,
04/28/2024,04/28/2024,Payment Thank You-Mobile,,Payment,1346.29,
04/26/2024,04/28/2024,Spotify USA,Bills & Utilities,Sale,-10.99,
04/22/2024,04/23/2024,FRESH CUT FLOWERS,Shopping,Sale,-48.99,
04/19/2024,04/21/2024,SP VUORI CLOTHING,Shopping,Return,176.40,
04/12/2024,04/14/2024,NYCDOT PARKNYC,Travel,Sale,-25.05,
04/09/2024,04/11/2024,WARBY PARKER,Health & Wellness,Return,275.00,
04/09/2024,04/10/2024,MICROSOFT#G044564095,Shopping,Sale,-3.73,
04/03/2024,04/04/2024,SP VUORI CLOTHING,Shopping,Sale,-813.00,
04/02/2024,04/03/2024,NEW YORK JETS,Entertainment,Sale,-684.02,
04/01/2024,04/02/2024,GOOGLE *CLOUD CvVZxX,Bills & Utilities,Sale,-1.29,
03/29/2024,03/29/2024,Patreon* Membership,Entertainment,Sale,-2.00,
03/27/2024,03/27/2024,SP BARSTOOL SPORTS,Shopping,Sale,-85.95,
03/26/2024,03/27/2024,Spotify USA,Bills & Utilities,Sale,-10.99,
03/22/2024,03/25/2024,OSTROVITSKY BAKERY,Groceries,Sale,-17.00,
03/24/2024,03/24/2024,SP OHSNAP INC,Shopping,Sale,-50.56,
03/22/2024,03/24/2024,EXXON BOLLA OPEATING CORP,Gas,Sale,-30.06,
03/22/2024,03/24/2024,NYCDOT PARKNYC,Travel,Sale,-25.05,
03/22/2024,03/22/2024,Payment Thank You-Mobile,,Payment,2357.17,
03/18/2024,03/19/2024,RACHEL LEAH CHESED,Gifts & Donations,Sale,-52.00,
03/13/2024,03/14/2024,CHAVEIRIM FLATBUSH DIVIS,Gifts & Donations,Sale,-36.00,
03/11/2024,03/13/2024,BROOKLYN SQUARE,Personal,Sale,-25.00,
03/10/2024,03/12/2024,SMITH GOURMET DELI,Groceries,Sale,-9.49,
03/10/2024,03/11/2024,WARBY PARKER,Health & Wellness,Sale,-275.00,
03/08/2024,03/10/2024,DOC'S PHARMACY,Health & Wellness,Sale,-9.99,
03/04/2024,03/05/2024,GOOGLE *CLOUD HSF8B3,Shopping,Return,124.19,
03/04/2024,03/05/2024,GOOGLE *CLOUD LB32H7,Professional Services,Return,100.00,
03/01/2024,03/03/2024,GOOGLE *CLOUD HSF8B3,Shopping,Sale,-124.19,
02/29/2024,03/03/2024,BROOKLYN SQUARE,Personal,Sale,-25.00,
03/02/2024,03/03/2024,NEW YORK JETS,Entertainment,Sale,-622.02,
02/29/2024,03/01/2024,THEORY LLC,Shopping,Return,168.00,
02/29/2024,02/29/2024,Patreon* Membership,Entertainment,Sale,-2.00,
02/27/2024,02/29/2024,BROOKLYN SQUARE,Personal,Sale,-25.00,
02/27/2024,02/29/2024,FUNFEST BOWLING,Entertainment,Sale,-34.00,
02/27/2024,02/28/2024,NYCDOT PARKNYC,Travel,Sale,-25.05,
02/26/2024,02/27/2024,GOOGLE *CLOUD LB32H7,Professional Services,Sale,-100.00,
02/26/2024,02/27/2024,Spotify USA,Bills & Utilities,Sale,-10.99,
02/25/2024,02/27/2024,POMEGRANATE,Groceries,Sale,-65.16,
02/10/2024,02/25/2024,Klarna*saks fifth av,Shopping,Return,3.81,
02/24/2024,02/25/2024,SP MODERNY.CO,Home,Return,61.93,
02/10/2024,02/25/2024,Klarna*saks fifth av,Shopping,Return,74.27,
02/10/2024,02/25/2024,Klarna*saks fifth av,Shopping,Return,12.36,
02/22/2024,02/23/2024,IBI*FABLETICS.COM,Bills & Utilities,Return,18.99,
02/20/2024,02/21/2024,Charles Tyrwhitt  Inc.,Shopping,Return,69.95,
02/20/2024,02/20/2024,THEORY LLC,Shopping,Sale,-190.80,
02/18/2024,02/19/2024,MERCER LABS,Entertainment,Sale,-119.76,
02/18/2024,02/19/2024,CENTURY 21,Shopping,Sale,-556.29,
02/19/2024,02/19/2024,SEE TICKETS,Entertainment,Sale,-148.44,
02/15/2024,02/16/2024,Klarna*saks fifth av,Shopping,Sale,-25.72,
02/14/2024,02/15/2024,GPTFORWORK.COM,Shopping,Sale,-19.00,
02/14/2024,02/15/2024,GOODER,Groceries,Sale,-68.39,
02/12/2024,02/14/2024,BOWL 360 BROOKLYN,Entertainment,Sale,-50.00,
02/12/2024,02/13/2024,Charles Tyrwhitt  Inc.,Shopping,Sale,-119.85,
02/12/2024,02/13/2024,Klarna*saks fifth av,Shopping,Sale,-86.63,
02/11/2024,02/13/2024,OSTROVITSKY BAKERY,Groceries,Sale,-13.90,
02/11/2024,02/12/2024,SHOWROOM  II  INC.,Shopping,Sale,-42.00,
02/11/2024,02/11/2024,SP JOES JEANS,Shopping,Sale,-109.00,
02/09/2024,02/09/2024,Payment Thank You-Mobile,,Payment,1230.25,
02/07/2024,02/07/2024,COURSRA3XQD7VH52YFB7W,Education,Return,49.00,
02/04/2024,02/05/2024,EXXON BOLLA OPEATING CORP,Gas,Sale,-29.65,
02/04/2024,02/05/2024,SQ *MUSEUM OF ILLUSIONS,Entertainment,Sale,-70.76,
02/02/2024,02/04/2024,NEW YORK JETS,Entertainment,Sale,-621.00,
02/02/2024,02/04/2024,NEW YORK JETS,Entertainment,Return,621.00,
02/01/2024,02/02/2024,COURSRA3XQD7VH52YFB7W,Education,Sale,-49.00,
01/31/2024,02/02/2024,POMEGRANATE,Groceries,Sale,-103.13,
01/30/2024,02/01/2024,STAPLES       00112326,Shopping,Sale,-20.40,
01/31/2024,02/01/2024,BROOKLYN SMOKE &amp; VAPE,Shopping,Sale,-46.80,
01/30/2024,01/30/2024,Patreon* Membership,Entertainment,Sale,-2.00,
01/27/2024,01/29/2024,GOTHAM CITY BILLIARDS CLU,Entertainment,Sale,-17.25,
01/26/2024,01/28/2024,NYCDOT PARKNYC,Travel,Sale,-25.05,
01/25/2024,01/28/2024,FUNFEST BOWLING,Entertainment,Sale,-34.00,
01/26/2024,01/28/2024,Spotify USA,Bills & Utilities,Sale,-10.99,
01/23/2024,01/25/2024,FUNFEST BOWLING,Entertainment,Sale,-51.00,
01/22/2024,01/23/2024,ESPN Plus,Bills & Utilities,Return,109.99,
01/18/2024,01/19/2024,ESPN Plus,Bills & Utilities,Sale,-109.99,
01/18/2024,01/19/2024,ESPN Plus,Bills & Utilities,Sale,-10.99,
01/15/2024,01/17/2024,BROOKLYN SQUARE,Personal,Sale,-25.00,
01/14/2024,01/15/2024,eBay O*03-11056-37903,Shopping,Sale,-6.52,
01/12/2024,01/14/2024,SUNOCO 0007164713,Gas,Sale,-53.00,
01/12/2024,01/12/2024,Payment Thank You-Mobile,,Payment,789.25,
01/11/2024,01/12/2024,SBHONLINE,Gifts & Donations,Sale,-360.00,
01/11/2024,01/11/2024,SP MODERNY.CO,Home,Sale,-75.81,
01/10/2024,01/11/2024,IN *JOSEPH HUSNEY MD,Health & Wellness,Sale,-30.00,
01/09/2024,01/11/2024,BROOKLYN SQUARE,Personal,Sale,-25.00,
01/09/2024,01/11/2024,OSTROVITSKY BAKERY,Groceries,Sale,-2.50,
01/09/2024,01/09/2024,SP VUORI CLOTHING,Shopping,Sale,-230.40,
01/07/2024,01/08/2024,SP MADHAPPY,Shopping,Return,155.31,
