Transaction Date,Post Date,Description,Category,Type,Amount,Memo
09/04/2024,09/04/2024,MUNCH FOOD,Food & Drink,Sale,-62.71,
09/04/2024,09/04/2024,CITI FIELD PARKING,Travel,Sale,-40.00,
09/02/2024,09/04/2024,7-ELEVEN 11036,Gas,Sale,-8.15,
09/02/2024,09/03/2024,WAWA 8369,Gas,Sale,-4.25,
09/02/2024,09/03/2024,TICKPICK,Entertainment,Sale,-240.00,
09/01/2024,09/03/2024,MONMOUTH PARK,Food & Drink,Sale,-18.50,
09/01/2024,09/03/2024,7-ELEVEN 11036,Gas,Sale,-8.19,
09/01/2024,09/02/2024,SQ *SILVERBALL RETRO ARCA,Entertainment,Sale,-4.00,
09/01/2024,09/02/2024,WHIPPED,Food & Drink,Sale,-35.48,
09/01/2024,09/02/2024,SQ *BLUEGRASS MINI GOLF,Entertainment,Sale,-42.00,
09/01/2024,09/02/2024,MAMALEH,Food & Drink,Sale,-13.84,
09/01/2024,09/02/2024,WAWA 8369,Gas,Sale,-5.88,
08/30/2024,09/01/2024,WAWA 8369,Gas,Sale,-9.00,
08/29/2024,09/01/2024,KOSHER BAGEL HOLE,Food & Drink,Sale,-4.90,
08/30/2024,09/01/2024,SHOPIFY* 268628166,Shopping,Sale,-42.47,
08/29/2024,08/30/2024,GLF*COLTSNECKGOLFCLUB,Entertainment,Sale,-72.06,
08/29/2024,08/30/2024,GLF*GolfNowReservation,Entertainment,Sale,-2.49,
08/29/2024,08/30/2024,TST*JELIS,Food & Drink,Sale,-17.06,
08/29/2024,08/30/2024,LONG BRANCH PARKING APP,Travel,Sale,-4.35,
08/29/2024,08/30/2024,UBER   *TRIP,Travel,Sale,-11.72,
08/29/2024,08/29/2024,LYFT   *1 RIDE 08-27,Travel,Sale,-5.75,
08/27/2024,08/29/2024,Brennan's Delicatessen of,Food & Drink,Sale,-18.35,
08/28/2024,08/29/2024,TST*SALT - PIER VILLAGE,Food & Drink,Sale,-272.93,
08/27/2024,08/29/2024,Brennan's Delicatessen of,Food & Drink,Sale,-2.75,
08/27/2024,08/29/2024,2US TENNIS ASC,Food & Drink,Sale,-58.50,
08/27/2024,08/29/2024,1US TENNIS ASC,Food & Drink,Sale,-33.00,
08/27/2024,08/28/2024,FAMILY DOLLAR,Shopping,Sale,-4.00,
08/27/2024,08/28/2024,WAWA 8369,Gas,Sale,-12.54,
08/27/2024,08/28/2024,PLAYA BOWLS - OAKHURST,Food & Drink,Sale,-13.30,
08/26/2024,08/27/2024,GOOGLE *YouTube TV,Shopping,Sale,-93.97,
08/26/2024,08/27/2024,MAMALEH,Food & Drink,Sale,-19.72,
08/25/2024,08/27/2024,MONMOUTH BOTTLE SHOP,Food & Drink,Sale,-94.14,
08/25/2024,08/27/2024,7-ELEVEN 11036,Gas,Sale,-8.95,
08/25/2024,08/26/2024,PREMIUM PARKING,Travel,Sale,-5.00,
08/25/2024,08/26/2024,UBER   *TRIP,Travel,Sale,-14.90,
08/23/2024,08/26/2024,Brennan's Delicatessen of,Food & Drink,Sale,-31.37,
08/23/2024,08/25/2024,7-ELEVEN 11036,Gas,Sale,-4.58,
08/24/2024,08/25/2024,WAWA 8369,Gas,Sale,-6.00,
08/23/2024,08/25/2024,SQ *BELLE'S ICE CREAM SHO,Food & Drink,Sale,-12.90,
08/25/2024,08/25/2024,UBER   *TRIP,Travel,Sale,-13.93,
08/23/2024,08/25/2024,UBER   *EATS,Food & Drink,Sale,-9.80,
08/22/2024,08/23/2024,PARK AVENUE TENNIS CENTE,Health & Wellness,Sale,-4.00,
08/22/2024,08/23/2024,WAWA 8369,Gas,Sale,-57.53,
08/22/2024,08/23/2024,OURI`S MARKET DEAL,Groceries,Sale,-14.27,
08/21/2024,08/23/2024,NAHUM BAKERY,Food & Drink,Sale,-8.23,
08/22/2024,08/23/2024,MAMALEH,Food & Drink,Sale,-6.37,
08/21/2024,08/22/2024,WAWA 8369,Gas,Sale,-3.89,
08/21/2024,08/22/2024,SQ *ROOK COFFEE BIG OAKHU,Food & Drink,Sale,-5.40,
08/21/2024,08/22/2024,TOWNSHIP OF OCEAN,Bills & Utilities,Sale,-101.25,
08/20/2024,08/21/2024,INFINITY VENDING LLC,Food & Drink,Sale,-1.90,
08/20/2024,08/21/2024,7-ELEVEN 11036,Gas,Sale,-4.66,
08/20/2024,08/21/2024,WAWA 8369,Gas,Sale,-5.86,
08/20/2024,08/20/2024,UBER   EATS,Food & Drink,Sale,-24.39,
08/19/2024,08/20/2024,BRADLEY BOWL SNACK BAR,Food & Drink,Sale,-21.01,
08/18/2024,08/20/2024,NAHUM GRILL,Food & Drink,Sale,-55.44,
08/20/2024,08/20/2024,LYFT   *3 RIDES 08-18,Travel,Sale,-29.85,
08/17/2024,08/19/2024,NAHUM GRILL,Food & Drink,Sale,-55.44,
08/18/2024,08/19/2024,TOAST RED BANK,Food & Drink,Sale,-32.09,
08/16/2024,08/18/2024,Payment Thank You-Mobile,,Payment,4445.23,
08/16/2024,08/18/2024,7-ELEVEN 11036,Gas,Sale,-2.87,
08/16/2024,08/18/2024,WAWA 8369,Gas,Sale,-4.06,
08/15/2024,08/18/2024,DELTA AIR   0062260752893,Travel,Return,475.50,
08/16/2024,08/18/2024,MAMALEH,Food & Drink,Sale,-10.51,
08/15/2024,08/16/2024,DELTA AIR   0062260752893,Travel,Sale,-475.50,
08/15/2024,08/16/2024,INFINITY VENDING LLC,Food & Drink,Sale,-2.15,
08/15/2024,08/16/2024,7-ELEVEN 11036,Gas,Sale,-2.49,
08/15/2024,08/16/2024,YALLA GRILL,Food & Drink,Sale,-2.75,
08/16/2024,08/16/2024,GOLF ARCCOS,Shopping,Sale,-155.88,
08/16/2024,08/16/2024,ALLIANZ TRAVEL INS,Bills & Utilities,Sale,-38.04,
08/14/2024,08/15/2024,APPLE.COM/BILL,Shopping,Sale,-2.17,
08/14/2024,08/15/2024,WAWA 993,Gas,Sale,-47.41,
08/14/2024,08/15/2024,WAWA 993,Gas,Sale,-5.74,
08/14/2024,08/15/2024,OURI`S MARKET DEAL,Groceries,Sale,-30.58,
08/12/2024,08/14/2024,TST*JELIS,Food & Drink,Sale,-19.73,
08/13/2024,08/14/2024,GOOGLE *YT Primetime,Entertainment,Sale,-14.99,
08/12/2024,08/13/2024,MARUCAS OF ASBURY PARK,Food & Drink,Sale,-8.24,
08/12/2024,08/13/2024,GLF*KnobHillGolfClub,Entertainment,Sale,-169.47,
08/11/2024,08/12/2024,RALPH'S ITALIAN ICE,Food & Drink,Sale,-13.18,
08/11/2024,08/12/2024,PLAYA BOWLS - LIL BELMAR,Food & Drink,Sale,-53.81,
08/11/2024,08/12/2024,TOWNSHIP OF OCEAN,Bills & Utilities,Sale,-28.00,
08/11/2024,08/12/2024,7-ELEVEN 11032,Gas,Sale,-2.97,
08/10/2024,08/12/2024,NAHUM BAKERY,Food & Drink,Sale,-33.96,
08/10/2024,08/11/2024,APPLE.COM/BILL,Shopping,Sale,-2.99,
08/09/2024,08/11/2024,PAR*ROCKY MOUNTAIN CHOCOL,Food & Drink,Sale,-10.93,
08/09/2024,08/11/2024,TST*GRANDMAS CHEESE - LO,Food & Drink,Sale,-15.99,
08/08/2024,08/11/2024,NAHUM BAKERY,Food & Drink,Sale,-8.23,
08/09/2024,08/11/2024,7-ELEVEN 11036,Gas,Sale,-6.36,
08/10/2024,08/11/2024,LYFT   *1 RIDE 08-09,Travel,Sale,-12.65,
08/10/2024,08/11/2024,LONG BRANCH PARKING APP,Travel,Sale,-3.35,
08/09/2024,08/11/2024,7-ELEVEN 41177,Gas,Sale,-4.19,
08/10/2024,08/11/2024,GOOGLE *YouTubePremium,Shopping,Sale,-13.99,
08/07/2024,08/09/2024,TST*JELIS,Food & Drink,Sale,-5.33,
08/07/2024,08/09/2024,TST*JELIS,Food & Drink,Sale,-55.45,
08/07/2024,08/08/2024,SQ *ROOK COFFEE BIG OAKHU,Food & Drink,Sale,-5.40,
08/08/2024,08/08/2024,APPLE.COM/BILL,Shopping,Sale,-18.50,
08/07/2024,08/08/2024,MAMALEH,Food & Drink,Sale,-10.10,
08/06/2024,08/07/2024,NAHUM BAKERY,Food & Drink,Sale,-9.26,
08/07/2024,08/07/2024,Dicks Sporting Goods,Shopping,Sale,-187.63,
08/06/2024,08/07/2024,INFINITY VENDING LLC,Food & Drink,Sale,-2.15,
08/06/2024,08/07/2024,Talking Heads Barber Shop,Health & Wellness,Sale,-45.00,
08/06/2024,08/07/2024,INFINITY VENDING LLC,Food & Drink,Sale,-3.65,
08/05/2024,08/06/2024,INFINITY VENDING LLC,Food & Drink,Sale,-2.15,
08/05/2024,08/06/2024,INFINITY VENDING LLC,Food & Drink,Sale,-2.65,
08/04/2024,08/06/2024,7-ELEVEN 26378,Gas,Sale,-6.27,
08/04/2024,08/06/2024,CYPHE SMOKE LLC,Shopping,Sale,-29.68,
08/05/2024,08/06/2024,LONG BRANCH PARKING APP,Travel,Sale,-3.35,
08/04/2024,08/05/2024,YESTERCADES,Entertainment,Sale,-21.22,
08/04/2024,08/05/2024,OURI`S MARKET DEAL,Groceries,Sale,-9.78,
08/04/2024,08/05/2024,UBER   EATS,Food & Drink,Sale,-21.56,
08/03/2024,08/05/2024,SMASH,Food & Drink,Sale,-70.37,
08/02/2024,08/04/2024,SOLARIS O947,Shopping,Sale,-153.54,
08/02/2024,08/04/2024,TST*GRANDMAS CHEESE - LO,Food & Drink,Sale,-22.39,
08/03/2024,08/04/2024,APPLE.COM/BILL,Shopping,Sale,-10.99,
08/02/2024,08/04/2024,AUNTIE ANNE'S NJ133,Food & Drink,Sale,-9.49,
08/02/2024,08/04/2024,NJ TENNIS DIRECT LLC,Groceries,Sale,-58.95,
08/02/2024,08/04/2024,MAMALEH,Food & Drink,Sale,-6.70,
08/02/2024,08/04/2024,Theory,Shopping,Sale,-68.00,
08/02/2024,08/04/2024,7-ELEVEN 11036,Gas,Sale,-5.36,
08/02/2024,08/04/2024,CHARLEYS PHILLY STEAKS 22,Food & Drink,Sale,-2.65,
07/31/2024,08/02/2024,BARNEA BISTRO,Food & Drink,Sale,-400.42,
07/30/2024,07/31/2024,SHOPIFY* 258142628,Shopping,Sale,-1.09,
07/30/2024,07/31/2024,WAWA 8368,Gas,Sale,-7.45,
07/29/2024,07/31/2024,Brennan's Delicatessen of,Food & Drink,Sale,-18.29,
07/30/2024,07/31/2024,WAWA 8368,Gas,Sale,-3.93,
07/30/2024,07/31/2024,SQ *ROOK COFFEE BIG OAKHU,Food & Drink,Sale,-5.40,
07/30/2024,07/31/2024,UBER   EATS,Food & Drink,Sale,-26.25,
07/29/2024,07/30/2024,RALPH'S ITALIAN ICE,Food & Drink,Sale,-13.18,
07/29/2024,07/30/2024,4UP*EAGLE RIDGE CC,Entertainment,Sale,-9.00,
07/28/2024,07/30/2024,TST* JELIS,Food & Drink,Sale,-5.33,
07/29/2024,07/30/2024,7-ELEVEN 41177,Gas,Sale,-4.24,
07/29/2024,07/30/2024,GLF*GolfNowReservation,Entertainment,Sale,-10.00,
07/29/2024,07/30/2024,SQ *PUCKER LEMONADE &amp; BEA,Food & Drink,Sale,-10.30,
07/29/2024,07/30/2024,BEST BUY MHT  00018952,Shopping,Sale,-244.17,
07/27/2024,07/28/2024,WARBY PARKER,Health & Wellness,Sale,-345.00,
07/27/2024,07/28/2024,TST* UNDICI TAVERNA RUSTI,Food & Drink,Sale,-169.47,
07/25/2024,07/28/2024,AMC 2234 MONMOUTH MAL,Entertainment,Sale,-25.56,
07/26/2024,07/28/2024,GLF*EagleRidge,Entertainment,Sale,-546.00,
07/26/2024,07/28/2024,GOOGLE *YouTube TV,Shopping,Sale,-93.97,
07/26/2024,07/28/2024,TST* JELIS,Food & Drink,Sale,-5.34,
07/26/2024,07/28/2024,WAWA 8369,Gas,Sale,-7.45,
07/25/2024,07/26/2024,SQ *QUAIL RIDGE GOLF WORL,Entertainment,Sale,-24.00,
07/25/2024,07/26/2024,TST* PORTA - PORTA ASBURY,Food & Drink,Sale,-100.00,
07/25/2024,07/26/2024,QUAIL RIDGE GOLF WORLD,Entertainment,Sale,-10.00,
07/25/2024,07/26/2024,FANDANGO,Entertainment,Sale,-18.71,
07/24/2024,07/26/2024,7-ELEVEN 11036,Gas,Sale,-4.86,
07/25/2024,07/26/2024,WAWA 8369,Gas,Sale,-5.64,
07/25/2024,07/26/2024,WAWA 8369,Gas,Sale,-1.19,
07/25/2024,07/26/2024,RARE GLASS GALLERY LLC,Shopping,Sale,-16.63,
07/24/2024,07/25/2024,CL *Chase Travel,Travel,Return,81.75,
07/23/2024,07/25/2024,CYPHE SMOKE LLC,Shopping,Sale,-12.71,
07/24/2024,07/25/2024,7-ELEVEN 11036,Gas,Sale,-2.49,
07/24/2024,07/25/2024,QUAIL RIDGE GOLF WORLD,Entertainment,Sale,-12.00,
07/24/2024,07/25/2024,OURI`S MARKET DEAL,Groceries,Sale,-14.27,
07/24/2024,07/24/2024,UBER   TRIP,Travel,Sale,-14.93,
07/21/2024,07/22/2024,FAMOUS PLAYER 9406QPS,Entertainment,Sale,-5.07,
07/20/2024,07/22/2024,CHEZ PAREE,Food & Drink,Sale,-46.73,
07/21/2024,07/22/2024,TBSP.,Food & Drink,Sale,-156.62,
07/21/2024,07/22/2024,COUCHETARD #217,Gas,Sale,-7.37,
07/21/2024,07/22/2024,BASTIX SOUVENIRS,Shopping,Sale,-119.14,
07/21/2024,07/22/2024,SQDC77021 MTL METRO PEEL,Health & Wellness,Sale,-66.95,
07/21/2024,07/22/2024,COUCHETARD #217,Gas,Sale,-9.37,
07/20/2024,07/22/2024,UBER CANADA/UBERTRIP,Travel,Sale,-15.06,
07/19/2024,07/21/2024,SQ *CHATEAU EURO,Groceries,Sale,-6.87,
07/19/2024,07/21/2024,PIZZERIA BROS NOTRE DAME,Food & Drink,Sale,-19.26,
07/18/2024,07/21/2024,SF-LA RONDE RETAIL,Entertainment,Sale,-4.67,
07/19/2024,07/21/2024,SAQ23329 PLACE D'ARMES,Food & Drink,Sale,-481.96,
07/19/2024,07/21/2024,UBER CANADA/UBERTRIP,Travel,Sale,-14.74,
07/18/2024,07/21/2024,SF-LA RONDE FOOD,Entertainment,Sale,-6.73,
07/19/2024,07/21/2024,COUCHETARD #215,Gas,Sale,-10.41,
07/18/2024,07/21/2024,LA DIPERIE PLATEAU DIP093,Food & Drink,Sale,-5.00,
07/19/2024,07/21/2024,CAFE CAMPUS,Food & Drink,Sale,-14.63,
07/19/2024,07/21/2024,ICY VIBES CAFE,Food & Drink,Sale,-4.39,
07/19/2024,07/21/2024,DEPANNEUR CENTRE MONDIAL,Home,Sale,-49.04,
07/18/2024,07/19/2024,EXXON MAPLEFIELD'S AT,Gas,Sale,-4.99,
07/18/2024,07/19/2024,TBSP.,Food & Drink,Sale,-63.52,
07/18/2024,07/19/2024,EXXON MAPLEFIELD'S AT,Gas,Sale,-2.39,
07/18/2024,07/19/2024,AIRALO,Shopping,Sale,-18.00,
07/18/2024,07/19/2024,UBER CANADA/UBERTRIP,Travel,Sale,-32.92,
07/18/2024,07/19/2024,AVRIL MONTREAL,Groceries,Sale,-2.52,
07/18/2024,07/19/2024,7-ELEVEN 39818,Gas,Sale,-11.77,
07/18/2024,07/19/2024,EXXON MAPLEFIELD'S AT,Gas,Sale,-6.58,
07/18/2024,07/19/2024,UBER CANADA/UBERTRIP,Travel,Sale,-13.53,
07/16/2024,07/18/2024,Brennan's Delicatessen of,Food & Drink,Sale,-20.47,
07/17/2024,07/18/2024,EXXON BOLLA OPEATING C,Gas,Sale,-14.56,
07/15/2024,07/17/2024,RALPH'S ITALIAN ICE,Food & Drink,Sale,-13.18,
07/16/2024,07/17/2024,APPLE.COM/BILL,Shopping,Sale,-2.17,
07/15/2024,07/16/2024,GLF*COLTSNECKGOLFCLUB,Entertainment,Sale,-7.67,
07/15/2024,07/16/2024,UBER   EATS,Food & Drink,Sale,-3.95,
07/14/2024,07/15/2024,TARGET        00013789,Shopping,Sale,-6.49,
07/14/2024,07/15/2024,TST* KLEINS FISH MARKET,Food & Drink,Sale,-70.59,
07/13/2024,07/14/2024,GOOGLE *YT Primetime,Shopping,Sale,-14.99,
07/12/2024,07/14/2024,MAMALEH,Food & Drink,Sale,-17.99,
07/12/2024,07/14/2024,SQ *ROOK COFFEE BIG OAKHU,Food & Drink,Sale,-5.40,
07/12/2024,07/14/2024,7-ELEVEN 11036,Gas,Sale,-5.36,
07/10/2024,07/12/2024,7-ELEVEN 11032,Gas,Sale,-5.08,
07/10/2024,07/12/2024,L&amp;B SPUMONI GARDENS,Food & Drink,Sale,-4.50,
07/10/2024,07/12/2024,NAHUM BAKERY,Food & Drink,Sale,-8.23,
07/11/2024,07/12/2024,SQ *ROOK COFFEE BIG OAKHU,Food & Drink,Sale,-5.40,
07/12/2024,07/12/2024,Payment Thank You-Mobile,,Payment,2560.80,
07/10/2024,07/12/2024,L&amp;B SPUMONI GARDENS,Food & Drink,Sale,-16.00,
07/10/2024,07/11/2024,SQ *ROOK COFFEE BIG OAKHU,Food & Drink,Sale,-5.40,
07/10/2024,07/11/2024,MAMALEH,Food & Drink,Sale,-4.70,
07/10/2024,07/11/2024,WAWA 8369,Gas,Sale,-7.00,
07/10/2024,07/11/2024,WAWA 8369,Gas,Sale,-50.16,
07/10/2024,07/11/2024,WAWA 8369,Gas,Sale,-5.92,
07/10/2024,07/11/2024,QUAIL RIDGE GOLF WORLD,Entertainment,Sale,-12.00,
07/10/2024,07/11/2024,7-ELEVEN 41177,Gas,Sale,-2.65,
07/10/2024,07/11/2024,QUAIL RIDGE GOLF WORLD,Entertainment,Sale,-10.00,
07/09/2024,07/11/2024,7-ELEVEN 11032,Gas,Sale,-2.97,
07/10/2024,07/11/2024,APPLE.COM/BILL,Shopping,Sale,-2.99,
07/10/2024,07/11/2024,TOWNSHIP OF OCEAN,Bills & Utilities,Sale,-33.00,
07/10/2024,07/10/2024,GOOGLE *YouTubePremium,Shopping,Sale,-13.99,
07/10/2024,07/10/2024,PLAYA BOWLS - PIER VILLA,Food & Drink,Sale,-12.80,
07/09/2024,07/10/2024,NAHUM BAKERY,Food & Drink,Sale,-8.23,
07/08/2024,07/10/2024,TST* TAKA ASBURY PARK,Food & Drink,Sale,-125.20,
07/08/2024,07/09/2024,SQ *PUCKER LEMONADE &amp; BEA,Food & Drink,Sale,-13.39,
07/08/2024,07/09/2024,WANDERLUST ASBURY PARK,Shopping,Sale,-44.24,
07/07/2024,07/09/2024,QUICK CHEK #013,Gas,Sale,-4.50,
07/08/2024,07/09/2024,RALPH'S ITALIAN ICE,Food & Drink,Sale,-6.59,
07/07/2024,07/08/2024,LS OLD RHINEBECK AERO,Entertainment,Sale,-12.96,
07/07/2024,07/08/2024,LS OLD RHINEBECK AERO,Entertainment,Sale,-35.00,
07/05/2024,07/07/2024,TOPS MARKETS #725,Groceries,Sale,-93.82,
07/04/2024,07/05/2024,KEY-GRAM VENDING LLC,Food & Drink,Sale,-4.15,
07/04/2024,07/05/2024,SQ *ROOK COFFEE BIG OAKHU,Food & Drink,Sale,-17.50,
07/04/2024,07/05/2024,BEAR MT INN 1915 CAFE,Food & Drink,Sale,-4.40,
07/04/2024,07/05/2024,WAWA 8369,Gas,Sale,-35.52,
07/04/2024,07/05/2024,KEY-GRAM VENDING LLC,Food & Drink,Sale,-4.15,
07/04/2024,07/05/2024,KEY-GRAM VENDING LLC,Food & Drink,Sale,-4.15,
07/03/2024,07/04/2024,SQ *ROOK COFFEE BIG OAKHU,Food & Drink,Sale,-5.00,
07/03/2024,07/04/2024,TOWNSHIP OF OCEAN,Bills & Utilities,Sale,-33.00,
07/03/2024,07/04/2024,APPLE.COM/BILL,Shopping,Sale,-10.99,
07/03/2024,07/04/2024,INFINITY VENDING LLC,Food & Drink,Sale,-1.40,
07/03/2024,07/04/2024,TEE 2 GREEN GOLF CENTER,Health & Wellness,Sale,-23.45,
07/02/2024,07/03/2024,RALPH'S ITALIAN ICE,Food & Drink,Sale,-6.59,
07/02/2024,07/03/2024,Talking Heads Barber Shop,Shopping,Sale,-40.00,
07/02/2024,07/03/2024,QUAIL RIDGE GOLF WORLD,Entertainment,Sale,-10.00,
07/01/2024,07/03/2024,7-ELEVEN 11036,Gas,Sale,-2.44,
07/02/2024,07/03/2024,QUAIL RIDGE GOLF WORLD,Entertainment,Sale,-12.00,
07/02/2024,07/03/2024,SQ *SILVERBALL RETRO ARCA,Entertainment,Sale,-40.00,
07/02/2024,07/03/2024,Talking Heads Barber Shop,Health & Wellness,Sale,-5.00,
07/02/2024,07/03/2024,QUAIL RIDGE GOLF WORLD,Entertainment,Sale,-10.00,
07/03/2024,07/03/2024,YALLA GRILL,Food & Drink,Sale,-86.49,
07/01/2024,07/02/2024,SQ *BUTTERMEE PANCAKES,Food & Drink,Sale,-21.49,
06/30/2024,07/02/2024,TST* DOUGIES BBQ,Food & Drink,Sale,-111.92,
07/01/2024,07/02/2024,MAMALEH,Food & Drink,Sale,-4.70,
07/01/2024,07/02/2024,MAMALEH,Food & Drink,Sale,-18.09,
07/01/2024,07/02/2024,INFINITY VENDING LLC,Food & Drink,Sale,-2.65,
07/02/2024,07/02/2024,GOLF ARCCOS,Shopping,Sale,-9.99,
07/01/2024,07/02/2024,WAWA 8369,Gas,Sale,-5.87,
07/01/2024,07/02/2024,CVS/PHARMACY #10031,Health & Wellness,Sale,-11.94,
07/01/2024,07/02/2024,SQ *ROOK COFFEE BIG OAKHU,Food & Drink,Sale,-5.00,
06/30/2024,07/01/2024,TST* MAEBERRIE MARKET,Food & Drink,Sale,-6.93,
06/30/2024,07/01/2024,TST* MAEBERRIE MARKET,Food & Drink,Sale,-60.11,
06/28/2024,06/30/2024,TST* JELIS,Food & Drink,Sale,-4.26,
06/29/2024,06/30/2024,WAWA 8369,Gas,Sale,-5.97,
06/27/2024,06/30/2024,TST* SALT - PIER VILLAGE,Food & Drink,Sale,-236.17,
06/28/2024,06/30/2024,WAWA 8369,Gas,Sale,-25.00,
06/27/2024,06/28/2024,WAWA 8369,Gas,Sale,-9.64,
06/27/2024,06/28/2024,MAMALEH,Food & Drink,Sale,-5.81,
06/27/2024,06/28/2024,PLAYA BOWLS - OAKHURST,Food & Drink,Sale,-12.80,
06/26/2024,06/27/2024,7-ELEVEN 11036,Gas,Sale,-4.66,
06/26/2024,06/27/2024,LYFT   *1 RIDE 06-25,Travel,Sale,-19.88,
06/25/2024,06/27/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
06/26/2024,06/27/2024,GOOGLE *YouTube TV,Entertainment,Sale,-93.97,
06/26/2024,06/27/2024,MAMALEH,Food & Drink,Sale,-4.84,
06/26/2024,06/27/2024,MAMALEH,Food & Drink,Sale,-15.97,
06/25/2024,06/26/2024,CLEANINGTHEGLASS.COM,Gifts & Donations,Sale,-5.00,
06/25/2024,06/26/2024,SQ *PATIS BAKERY BK SQUAR,Food & Drink,Sale,-19.54,
06/25/2024,06/26/2024,NJT RAIL MY-TIX,Travel,Sale,-16.25,
06/24/2024,06/26/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
06/25/2024,06/26/2024,M CONVENIENCE AND GIFTS I,Groceries,Sale,-43.68,
06/24/2024,06/26/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
06/25/2024,06/26/2024,KRISPY KREME 0219,Food & Drink,Sale,-14.69,
06/24/2024,06/25/2024,BP#8848095MONMOUTH RD BP,Gas,Sale,-46.65,
06/24/2024,06/25/2024,AVE J JUICE BAR DELI CORP,Groceries,Sale,-3.12,
06/24/2024,06/25/2024,DUNKIN #304397 Q35,Food & Drink,Sale,-2.17,
06/24/2024,06/25/2024,USPS PO 3360300726,Shopping,Sale,-4.18,
06/24/2024,06/25/2024,MAMALEH,Food & Drink,Sale,-2.91,
06/24/2024,06/25/2024,OURI`S MARKET DEAL,Groceries,Sale,-36.01,
06/23/2024,06/24/2024,PREMIUM PARKING,Travel,Sale,-5.00,
06/22/2024,06/24/2024,NAHUM BAKERY,Food & Drink,Sale,-26.75,
06/21/2024,06/23/2024,7-ELEVEN 11036,Gas,Sale,-2.89,
06/21/2024,06/23/2024,TST* JELIS,Food & Drink,Sale,-2.67,
06/21/2024,06/23/2024,OURI`S MARKET DEAL,Groceries,Sale,-14.27,
06/22/2024,06/23/2024,UBER   TRIP,Travel,Sale,-13.11,
06/20/2024,06/21/2024,DICK'S SPORTING GOODS,Shopping,Sale,-226.02,
06/19/2024,06/21/2024,TST* TEVA,Food & Drink,Sale,-189.94,
06/20/2024,06/21/2024,WAWA 8369,Gas,Sale,-8.48,
06/20/2024,06/21/2024,CVS/PHARMACY #07182,Health & Wellness,Sale,-13.81,
06/19/2024,06/20/2024,JUS BY JULIE LONG BRANCH,Groceries,Sale,-16.48,
06/20/2024,06/20/2024,UBER   TRIP,Travel,Sale,-13.96,
06/19/2024,06/20/2024,TST* GRANDMAS CHEESE - L,Food & Drink,Sale,-21.86,
06/19/2024,06/20/2024,WAWA 8369,Gas,Sale,-7.59,
06/19/2024,06/20/2024,WAWA 8369,Gas,Sale,-2.34,
06/17/2024,06/19/2024,PREPT BY RAY T,Groceries,Sale,-35.02,
06/17/2024,06/19/2024,KHASKY FOODS NJ,Groceries,Sale,-2.25,
06/17/2024,06/19/2024,THE HOME DEPOT 907,Home,Sale,-4.23,
06/19/2024,06/19/2024,GLATT BITE,Food & Drink,Sale,-31.84,
06/17/2024,06/18/2024,TST* GRANDMAS CHEESE - L,Food & Drink,Sale,-2.67,
06/15/2024,06/17/2024,NAHUM BAKERY,Food & Drink,Sale,-26.75,
06/16/2024,06/17/2024,CVS/PHARMACY #10031,Health & Wellness,Sale,-7.98,
06/16/2024,06/17/2024,WAWA 8369,Gas,Sale,-10.45,
06/14/2024,06/16/2024,APPLE.COM/BILL,Shopping,Sale,-2.17,
06/14/2024,06/16/2024,7-ELEVEN 11036,Gas,Sale,-4.76,
06/14/2024,06/14/2024,Payment Thank You-Mobile,,Payment,3112.57,
06/14/2024,06/14/2024,GOOGLE *YT Primetime,Entertainment,Sale,-14.99,
06/12/2024,06/13/2024,CL *Chase Travel,Travel,Sale,-256.04,
06/12/2024,06/12/2024,PLAYA BOWLS - OAKHURST,Food & Drink,Sale,-12.80,
06/11/2024,06/12/2024,MAMALEH,Food & Drink,Sale,-19.09,
06/10/2024,06/11/2024,WAWA 8369,Gas,Sale,-8.56,
06/10/2024,06/11/2024,GOOGLE *YouTubePremium,Entertainment,Sale,-13.99,
06/09/2024,06/11/2024,7-ELEVEN 11036,Gas,Sale,-16.86,
06/10/2024,06/11/2024,UBER   EATS,Food & Drink,Sale,-40.63,
06/09/2024,06/11/2024,7-ELEVEN 11036,Gas,Sale,-2.55,
06/10/2024,06/11/2024,APPLE.COM/BILL,Shopping,Sale,-2.99,
06/07/2024,06/10/2024,FOOD VILLAGE SUPERMARKET,Groceries,Sale,-14.28,
06/09/2024,06/10/2024,AVENUE U MINI MARKET,Groceries,Sale,-52.00,
06/09/2024,06/10/2024,KEY-GRAM VENDING LLC,Food & Drink,Sale,-4.15,
06/09/2024,06/10/2024,OURI`S MARKET DEAL,Groceries,Sale,-14.27,
06/07/2024,06/10/2024,SESAME FLATBUSH,Groceries,Sale,-19.04,
06/07/2024,06/09/2024,M DELI GRILL SMOKE SHOP I,Groceries,Sale,-31.20,
06/07/2024,06/09/2024,EXXON BOLLA OPEATING C,Gas,Sale,-5.65,
06/07/2024,06/07/2024,UBER   EATS,Food & Drink,Sale,-27.67,
06/06/2024,06/07/2024,JUS BY JULIE,Groceries,Sale,-17.51,
06/06/2024,06/07/2024,DD/BR #338871 Q35,Food & Drink,Sale,-2.17,
06/04/2024,06/06/2024,MTA*NYCT PAYGO,Travel,Sale,-2.90,
